Rec[1-1]Level[1-1],1,,,,false,USB 2-track record level,,,255,,,,,,,,,,0=-20/127=6/[Lin],,,,,,,,,,
Rec[1-1]Play[1-1],1,,,,false,USB 2-track playback toggle,,,2,,,,,,,,,,,,,,,,,,,,
Rec[1-1]Rec[1-1],1,,,,false,USB 2-track record toggle,,,2,,,,,,,,,,,,,,,,,,,,
Rec[1-1]Src[1-1],1,,,,false,USB 2-track source (L/R or A1-4),,,4,,,,,,,,,,,,,,,,,,,,
Grp[1-4]CompAtt[1-1],1,,,,,Group compressor attack,,,255,,,,,,,,GrpComp,,0=0/254=250/[Log],,,,,,,,,,
Grp[1-4]CompKnee[1-1],1,,,,,Group compressor soft/hard knee,,,2,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]CompMake[1-1],1,,,,,Group compressor makeup gain,,,33,,,,,,,,GrpComp,,0=0/127=20/[Lin],,,,,,,,,,
Grp[1-4]CompOn[1-1],1,,,,,Group compressor on/off,,,2,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]CompPar[1-1],1,,,,,Group parallel compression blend,,,33,,,,,,,,GrpComp,,0=0/127=100/[Lin],,,,,,,,,,
Grp[1-4]CompRat[1-1],1,,,,,Group compressor ratio,,,128,,,,,,,,GrpComp,,0=1/127=30/[Log],,,,,,,,,,
Grp[1-4]CompRel[1-1],1,,,,,Group compressor release,,,255,,,,,,,,GrpComp,,0=5/254=5000/[Log],,,,,,,,,,
Grp[1-4]CompDetSrc[1-1],1,,,,,Group compressor self-key tap source (PreEQ/PostEQ),,,2,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]CompEqPos[1-1],1,,,,,Group compressor EQ position (Pre/Post),,,2,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]CompFilterHpf[1-1],1,,,,,Group compressor sidechain HPF frequency,,,65,32,,,,,,,GrpComp,,0=20/64=1000/[Log],,,,,,,,,,
Grp[1-4]CompFilterLpf[1-1],1,,,,,Group compressor sidechain LPF frequency,,,255,127,,,,,,,GrpComp,,0=500/127=20000/[Log],,,,,,,,,,
Grp[1-4]CompFilterOn[1-1],1,,,,,Group compressor sidechain filter on/off,,,2,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]CompFilterQ[1-1],1,,,,,Group compressor sidechain filter Q,,,15,7,,,,,,,GrpComp,,0=0.1/14=10/[Log],,,,,,,,,,
Grp[1-4]CompKey[1-1],1,,,,,Group compressor sidechain key source,,,33,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]CompLimMode[1-1],1,,,,,Group compressor/limiter mode toggle,,,2,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]CompThr[1-1],1,,,,,Group compressor threshold,,,141,,,,,,,,GrpComp,,0=-60/140=10/[Lin],,,,,,,,,,
Grp[1-4]CompType[1-1],1,,,,,Group compressor type (Tube/FET/VCA/Optical),,,4,,,,,,,,GrpComp,,,,,,,,,,,,
Grp[1-4]EqFreq[1-1],1,,,,,Group 4-band parametric EQ freq,,,255,127,,,,,,,GrpEq,,0=20/254=200/[Log],,,,,,,,,,
Grp[1-4]EqFreq[2-2],1,,,,,Group 4-band parametric EQ freq,,,255,127,,,,,,,GrpEq,,0=100/254=1000/[Log],,,,,,,,,,
Grp[1-4]EqFreq[3-3],1,,,,,Group 4-band parametric EQ freq,,,255,127,,,,,,,GrpEq,,0=800/254=5000/[Log],,,,,,,,,,
Grp[1-4]EqFreq[4-4],1,,,,,Group 4-band parametric EQ freq,,,255,127,,,,,,,GrpEq,,0=3000/254=20000/[Log],,,,,,,,,,
Grp[1-4]EqGain[1-4],1,,,,,Group 4-band parametric EQ gain,,,121,60,,,,,,,GrpEq,,0=-15/120=15/[Lin],,,,,,,,,,
Grp[1-4]EqHpf[1-1],1,,,,,Group high-pass filter frequency,,,65,32,,,,,,,GrpEq,,0=20/64=1000/[Log],,,,,,,,,,
Grp[1-4]EqOn[1-1],1,,,,,Group EQ on/off,,,2,,,,,,,,GrpEq,,,,,,,,,,,,
Grp[1-4]EqQ[1-4],1,,,,,Group 4-band parametric EQ Q,,,121,60,,,,,,,GrpEq,,0=0.1/120=10/[Log],,,,,,,,,,
Grp[1-4]EqShelf[1-2],1,,,,,Group EQ bands 1/4 shelf mode on/off,,,2,,,,,,,,GrpEq,,,,,,,,,,,,
Grp[1-4]GateAtt[1-1],1,,,,,Group gate attack,,,255,,,,,,,,GrpGate,,0=0.1/254=250/[Log],,,,,,,,,,
Grp[1-4]GateDetSrc[1-1],1,,,,,Group gate self-key tap source (PreEQ/PostEQ),,,2,,,,,,,,GrpGate,,,,,,,,,,,,
Grp[1-4]GateFilterHpf[1-1],1,,,,,Group gate sidechain HPF frequency,,,65,32,,,,,,,GrpGate,,0=20/64=1000/[Log],,,,,,,,,,
Grp[1-4]GateFilterLpf[1-1],1,,,,,Group gate sidechain LPF frequency,,,255,127,,,,,,,GrpGate,,0=500/127=20000/[Log],,,,,,,,,,
Grp[1-4]GateFilterOn[1-1],1,,,,,Group gate sidechain filter on/off,,,2,,,,,,,,GrpGate,,,,,,,,,,,,
Grp[1-4]GateFilterQ[1-1],1,,,,,Group gate sidechain filter Q,,,15,7,,,,,,,GrpGate,,0=0.1/14=10/[Log],,,,,,,,,,
Grp[1-4]GateHold[1-1],1,,,,,Group gate hold time before release,,,255,,,,,,,,GrpGate,,0=0/254=2000/[Log],,,,,,,,,,
Grp[1-4]GateKey[1-1],1,,,,,Group gate sidechain key source,,,255,,,,,,,,GrpGate,,,,,,,,,,,,
Grp[1-4]GateOn[1-1],1,,,,,Group gate on/off,,,2,,,,,,,,GrpGate,,,,,,,,,,,,
Grp[1-4]GateRel[1-1],1,,,,,Group gate release,,,255,,,,,,,,GrpGate,,0=50/254=5000/[Log],,,,,,,,,,
Grp[1-4]GateRng[1-1],1,,,,,Group gate range/depth,,,255,,,,,,,,GrpGate,,0=0/254=60/[Lin],,,,,,,,,,
Grp[1-4]GateThr[1-1],1,,,,,Group gate threshold,,,255,,,,,,,,GrpGate,,0=-80/254=0/[Lin],,,,,,,,,,
Grp[1-4]Geq[1-28],1,,,,,Group 28-band graphic EQ gain,,,65,32,,,,,,,GrpEq,,0=-12/127=12/[Lin],,,,,,,,,,
Grp[1-4]RtgDca[1-1],1,,,,,Group DCA assignment (1-8 or off),,,9,,,,,,,,,,,,,,,,,,,,
Grp[1-4]RtgLevel[1-1],1,,,,,Group master fader level,,,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,,,,,,
Grp[1-4]RtgMute[1-1],1,,,,,Group master mute on/off,,,2,,,,,,,,,,,,,,,,,,,,
Sub[1-1]CompAtt[1-1],1,,,,,Subwoofer compressor attack,,,255,,,,,,,,SubComp,,0=0/254=250/[Log],,,,,,,,,,
Sub[1-1]CompKnee[1-1],1,,,,,Subwoofer compressor soft/hard knee,,,2,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompMake[1-1],1,,,,,Subwoofer compressor makeup gain,,,33,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompOn[1-1],1,,,,,Subwoofer compressor on/off,,,2,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompPar[1-1],1,,,,,Subwoofer parallel compression blend,,,33,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompRat[1-1],1,,,,,Subwoofer compressor ratio,,,128,,,,,,,,SubComp,,0=1/127=30/[Log],,,,,,,,,,
Sub[1-1]CompRel[1-1],1,,,,,Subwoofer compressor release,,,255,,,,,,,,SubComp,,0=5/254=5000/[Log],,,,,,,,,,
Sub[1-1]CompDetSrc[1-1],1,,,,,Subwoofer compressor self-key tap source (PreEQ/PostEQ),,,2,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompEqPos[1-1],1,,,,,Subwoofer compressor EQ position (Pre/Post),,,2,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompFilterHpf[1-1],1,,,,,Subwoofer compressor sidechain HPF frequency,,,65,32,,,,,,,SubComp,,0=20/64=1000/[Log],,,,,,,,,,
Sub[1-1]CompFilterLpf[1-1],1,,,,,Subwoofer compressor sidechain LPF frequency,,,255,127,,,,,,,SubComp,,0=500/127=20000/[Log],,,,,,,,,,
Sub[1-1]CompFilterOn[1-1],1,,,,,Subwoofer compressor sidechain filter on/off,,,2,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompFilterQ[1-1],1,,,,,Subwoofer compressor sidechain filter Q,,,15,7,,,,,,,SubComp,,0=0.1/14=10/[Log],,,,,,,,,,
Sub[1-1]CompKey[1-1],1,,,,,Subwoofer compressor sidechain key source,,,33,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompLimMode[1-1],1,,,,,Subwoofer compressor/limiter mode toggle,,,2,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]CompThr[1-1],1,,,,,Subwoofer compressor threshold,,,141,,,,,,,,SubComp,,0=-60/140=10/[Lin],,,,,,,,,,
Sub[1-1]CompType[1-1],1,,,,,Subwoofer compressor type (Tube/FET/VCA/Optical),,,4,,,,,,,,SubComp,,,,,,,,,,,,
Sub[1-1]Delay[1-1],1,,,,,Subwoofer output delay up to 250ms,,,255,,,,,,,,,,0=0/127=250/[Log],,,,,,,,,,
Sub[1-1]EqFreq[1-1],1,,,,,Subwoofer 4-band parametric EQ frequency,,,255,127,,,,,,,SubEq,,0=20/254=200/[Log],,,,,,,,,,
Sub[1-1]EqFreq[2-2],1,,,,,Subwoofer 4-band parametric EQ frequency,,,255,127,,,,,,,SubEq,,0=100/254=1000/[Log],,,,,,,,,,
Sub[1-1]EqFreq[3-3],1,,,,,Subwoofer 4-band parametric EQ frequency,,,255,127,,,,,,,SubEq,,0=800/254=5000/[Log],,,,,,,,,,
Sub[1-1]EqFreq[4-4],1,,,,,Subwoofer 4-band parametric EQ frequency,,,255,127,,,,,,,SubEq,,0=3000/254=20000/[Log],,,,,,,,,,
Sub[1-1]EqGain[1-4],1,,,,,Subwoofer 4-band parametric EQ gain ±15dB,,,121,60,,,,,,,SubEq,,0=-15/120=15/[Lin],,,,,,,,,,
Sub[1-1]EqHpf[1-1],1,,,,,Subwoofer high-pass filter frequency,,,65,32,,,,,,,SubEq,,0=20/64=1000/[Log],,,,,,,,,,
Sub[1-1]EqOn[1-1],1,,,,,Subwoofer EQ on/off,,,2,,,,,,,,SubEq,,,,,,,,,,,,
Sub[1-1]EqQ[1-4],1,,,,,Subwoofer 4-band parametric EQ Q/bandwidth,,,121,60,,,,,,,SubEq,,0=0.1/120=10/[Log],,,,,,,,,,
Sub[1-1]EqShelf[1-2],1,,,,,Subwoofer EQ shelf mode on/off for bands 1/4,,,2,,,,,,,,SubEq,,,,,,,,,,,,
Sub[1-1]LimiterAtt[1-1],1,,,,,Subwoofer limiter attack,,,33,,,,,,,,SubLimiter,,0=0.1/127=100/[Log],,,,,,,,,,
Sub[1-1]LimiterOn[1-1],1,,,,,Subwoofer limiter on/off,,,2,,,,,,,,SubLimiter,,,,,,,,,,,,
Sub[1-1]LimiterRel[1-1],1,,,,,Subwoofer limiter release,,,33,,,,,,,,SubLimiter,,0=5/127=2000/[Log],,,,,,,,,,
Sub[1-1]LimiterThr[1-1],1,,,,,Subwoofer limiter threshold,,,255,,,,,,,,SubLimiter,,0=-30/127=0/[Lin],,,,,,,,,,
Sub[1-1]RtgDca[1-1],1,,,,,Subwoofer DCA assignment (1-8 or off),,,9,,,,,,,,,,,,,,,,,,,,
Sub[1-1]RtgLevel[1-1],1,,,,,Subwoofer master output level,,,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,,,,,,
Sub[1-1]RtgMute[1-1],1,,,,,Subwoofer master mute on/off,,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]AuxOnFdr[1-1],1,,,,false,Aux-on-faders mode toggle,,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]BtnBright[1-1],1,,,,false,Physical button LED brightness,,,32,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Cue[1-64],1,,,,false,Cue/solo state per channel,,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]CueMode[1-1],1,,,,false,Cue mode (PFL/AFL/SIP),,,3,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Def[1-1],1,,,,false,System default recall value,,,255,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Enc[1-1],1,,,true,false,Rotary encoder sensitivity,,,21,,,,,,,,Sys_Enc,,50|3|20|100|1|10,,,,,,,,,,
Aux[1-8]AntiFbCtrlOn[1-1],1,,,,,Anti-feedback control on/off per aux path,,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]FdrDown[1-1],1,,,,false,Faders down (all faders to zero),,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]FootMode[1-1],1,,,,false,P1 foot pedal mode (FX/Scenes/MuteGrp),,,3,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Keys[1-127],1,,,true,false,Ascii keys,,,255,,,,,,,,,,,,,,,,,,,,
Sys[1-1]LCR[1-1],1,,,true,false,L/C/R encoder-context buttons,,,3,,,,,,,,Sys_LCR,,,,,,,,,,,,
Sys[1-1]Lock[1-1],1,,,,false,Lock mixer (faders only mode),,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Man[1-1],1,,,,false,User manual open/close SW button,,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]MtrSrc[1-1],1,,,,false,Meter source (pre/post fader),,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]DynPlotMode[1-1],1,,,,false,Dynamics plot overlay mode (0 fill / 1 dot / 2 fill+dot),,,3,0,,,,,,,,,,,,,,,,,,,
Sys[1-1]MxMode[1-1],1,,,,false,Mixer mode (Standard/Simple),,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]OptMix[1-1],1,,,,false,Optional mix select (1/2/3),,,3,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Reg[1-10],1,,,true,false,Registration steps,,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Reset[1-1],1,,,,false,Mixer reset trigger (full/names-keep/audio-only),,,3,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Scene[1-1],2,,,,false,Current scene recall index,,,255,,,,,,,,,,,,,,,,,,,,
Sys[1-1]SelectedAux[1-1],1,,,,false,Selected aux for rebindable skins,,,12,,,,,,,,,,,,,,,,,,,,
Sys[1-1]SelectedChan[1-1],1,,,,false,Selected channel for rebindable skins,,,32,,,,,,,,,,,,,,,,,,,,
Sys[1-1]SceneSafe[1-24],1,,,,false,Per-channel scene safe on/off,,,2,,,,,,,,,,,,,,,,,,,,
Sys[1-1]ScrBright[1-1],1,,,,false,Touchscreen brightness,,,100,75,,,,,,,Sys_ScrBright,,,,,,,,,,,,
Sys[1-1]Skin[1-1],1,,,,false,Current skin/theme selection,,,255,,,,,,,,,,,,,,,,,,,,
Sys[1-1]Test[1-2],1,,,,,System test signal output,,,255,,,,,,,,,,,,,,,,,,,,
Aux[1-8]AntiFbNotchFreq[1-6],2,,,,,Anti-feedback notch filter centre frequency,,,255,,,,,,,,,,0=40/127=12000/[Log],,,,,,,,,,
Aux[1-8]AntiFbNotchGain[1-6],1,,,,,Anti-feedback notch filter depth (cut amount),,,21,,,,,,,,,,0=-18/127=0/[Lin],,,,,,,,,,
Aux[1-8]AntiFbNotchQ[1-6],1,,,,,Anti-feedback notch filter Q (bandwidth),,,33,,,,,,,,,,0=1/127=20/[Log],,,,,,,,,,
Aux[1-8]AntiFbOn[1-1],1,,,,,Anti-feedback system on/off per aux path,,,2,,,,,,,,,,,,,,,,,,,,
Talk[1-1]Hpf[1-1],1,,,,,Talkback mic high-pass filter,,,33,,,,,,,,,,,,,,,,,,,,
Talk[1-1]On[1-1],1,,,,,Talkback mic on/off,,,2,,,,,,,,,,,,,,,,,,,,
Talk[1-1]Rtg[1-3],1,,,,,Talkback routing to aux/main,,,1,,,,,,,,,,,,,,,,,,,,
Talk[1-2]Gain[1-1],1,,,,,Talkback mic input gain,,,65,,,,,,,,,,,,,,,,,,,,
Talk[2-2]Hpf[1-1],1,,,,false,Talkback mic 2 high-pass filter on/off,,,33,,,,,,,,,,,,,,,,,,,,
Talk[2-2]On[1-1],1,,,,false,Talkback mic 2 on/off,,,2,,,,,,,,,,,,,,,,,,,,
Talk[2-2]Rtg[1-3],1,,,,false,Talkback mic 2 routing to aux/main,,,1,,,,,,,,,,,,,,,,,,,,
Usb[1-1]On[1-1],1,,,,false,USB audio input on/off,,,2,,,,,,,,,,,,,,,,,,,,
Usb[1-1]Level[1-1],1,,,,false,USB audio input level,,,255,,,,,,,,,,0=-20/127=6/[Lin],,,,,,,,,,
ZzStripAux[1-8]Name[1-1],16,,,,,Aux output channel name,,,1,,,,,,,,,,,,,,,,,,,,
ZzStripChan[1-1]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Kick
ZzStripChan[2-2]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Snare Top
ZzStripChan[3-3]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Snare Bot
ZzStripChan[4-4]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Hihat
ZzStripChan[5-5]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Ride
ZzStripChan[6-6]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Floor Tom
ZzStripChan[7-7]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mid Toms
ZzStripChan[8-8]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,OH Left
ZzStripChan[9-9]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,OH Right
ZzStripChan[10-10]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Bass
ZzStripChan[11-11]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,E Gtr 1
ZzStripChan[12-12]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,E Gtr 2
ZzStripChan[13-13]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Ac Gtr
ZzStripChan[14-14]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mando 1
ZzStripChan[15-15]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mando 2
ZzStripChan[16-16]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mando 3
ZzStripChan[17-17]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mando 4
ZzStripChan[18-18]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mando 5
ZzStripChan[19-19]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mando 6
ZzStripChan[20-20]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Mando 7
ZzStripChan[21-21]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Main Vox
ZzStripChan[22-22]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Back Vox
ZzStripChan[23-23]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Strings V
ZzStripChan[24-24]Name[1-1],16,,,,,Input channel name/label,,,1,,,,,,,,,,,,,,,,,,,,Strings C
ZzStripDca[1-8]Name[1-1],16,,,,,DCA group name,,,1,,,,,,,,,,,,,,,,,,,,
ZzStripFx[1-6]Name[1-1],16,,,,,FX channel name,,,1,,,,,,,,,,,,,,,,,,,,
ZzStripGrp[1-4]Name[1-1],16,,,,,Group name,,,1,,,,,,,,,,,,,,,,,,,,
ZzStripSub[1-1]Name[1-1],16,,,,,Subwoofer name,,,1,,,,,,,,,,,,,,,,,,,,
ZzStripMain[1-1]Name[1-1],16,,,,,Main L/R master name,,,1,,,,,,,,,,,,,,,,,,,,Master
ZzStripMatrix[1-2]Name[1-1],16,,,,,Matrix output name,,,1,,,,,,,,,,,,,,,,,,,,
Zzz[1-1]Zzz[1-1],1,,,,false,End of file marker,,,255,,,,,,,,,,,,,,,,,,,,
