station,station_name,check,panel_name,cls,category,kind,station_card,instruction,question,buttons,runner_measures,not_run_reason
6,"Meter checks, lid off",165,J2 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J2 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",166,J3 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J3 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",167,J4 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J4 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",168,J6 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J6 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",169,J4 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J4 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",170,J5 (board header),board header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J5 (board header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",171,J6 (board header),board header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J6 (board header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",172,J7 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J7 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",173,J10 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J10 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",174,J14 (debug / test header),debug / test header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J14 (debug / test header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",175,J15 (debug / test header),debug / test header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J15 (debug / test header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",177,J20 (board header),board header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J20 (board header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",178,J21 (board header),board header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J21 (board header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",179,J22 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J22 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",180,J23 (debug / test header),debug / test header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J23 (debug / test header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",181,J24 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J24 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",182,J25 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J25 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",183,J26 (board header),board header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J26 (board header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",184,J27 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J27 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",186,J31 (power link / header),power link / header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J31 (power link / header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
6,"Meter checks, lid off",187,J32 (debug / test header),debug / test header,manual,judge,"What you need in hand: a multimeter, the build sheet, and the lid off. 23 check(s) at this station. The analog supplies are LIVE for this station.","With the meter, check J32 (debug / test header) inside the unit.",Does it read what the build sheet gives for it?,yes/no,,
,not a station,113,PSU monitor ADC PAD0,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,114,PSU monitor ADC PAD1,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,115,PSU monitor ADC PAD2,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,116,PSU monitor ADC PAD3,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,117,PSU monitor ADC PAD4,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,118,PSU monitor ADC PAD5,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,119,PSU monitor ADC PAD6,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,120,PSU monitor ADC PAD7,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,121,PSU monitor ADC PAD8,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,122,PSU monitor ADC PAD9,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,123,PSU monitor ADC PAD10,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,124,PSU monitor ADC PAD11,psu monitor,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,135,USB-C Multitrack/DAW,digital audio,not-run,,,,,,,the expansion card this row belongs to does not exist yet
,not a station,136,Link 'opt1',board-to-board link,not-run,,,,,,,the expansion card this row belongs to does not exist yet
,not a station,137,Link 'opt2',board-to-board link,not-run,,,,,,,the expansion card this row belongs to does not exist yet
,not a station,138,Link 'opt3',board-to-board link,not-run,,,,,,,the expansion card this row belongs to does not exist yet
,not a station,149,Link 'd32compat',board-to-board link,not-run,,,,,,,the expansion card this row belongs to does not exist yet
,not a station,150,Link 'analog-12v',board-to-board link,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,152,Link 'fan',board-to-board link,not-run,,,,,,,the expansion card this row belongs to does not exist yet
,not a station,154,J12 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,155,J13 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,156,J14 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,157,J23 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,158,J24 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,159,J33 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,160,J34 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,161,J43 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,162,J44 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,176,J19 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,185,J30 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,188,J35 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,189,J36 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,190,J37 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,191,J38 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
,not a station,192,J39 (power link / header),power link / header,not-run,,,,,,,no test is declared for this row: it is out of scope for the factory test or its method has not been written
