# d24/dsp.csv — PROPOSED DSP address map for D24.
#
# GENERATED by MW/D32/DSP/gen_dsp.py in the invirco/dsp repo from the
# DSP4 node graph (MW/D32/DSP/SHARC/dsp.csv). Do not hand-edit: an
# address typed here is an address no kernel answers on.
#
# Proposed by dsp, landed by the hub at the gate (PW ruling
# 2026-09-08 #5). defs-v* pin: defs-v2026.09.08.4.
#
# ONE ADDRESS MAP FOR THE WHOLE RANGE (decision D3): the superset
# graph is expanded once and this file is the intersection of that
# expansion with this product's cell set, so a cell two products
# share has the same chip, page and address in both files.
#
# 3974 of 4985 defined cells reach a DSP address.
# The other 1011 are named in dsp-unmapped.csv with the
# reason — every defined cell is in exactly one of the two files.
#
# Columns:
#   _Cell        cell name, as spelled by defs/gen/matrix/<p>-mx-master.csv
#   Node         graph node that owns the address (MW/D32/DSP/SHARC/dsp.csv id)
#   NodeType     that node's type
#   DspSpi       DSP the cell lives on: 1 = DSPA (chip 1), 2 = DSPB (chip 2)
#   DspPage      SPI page
#   DspAdd       SPI word address within the page, decimal
#   DspAddHex    the same address, 0xNNNN
#   Access       rw = host writes it | ro = DSP writes it, host polls | mcu = the word carries no DSP symbol (MCU/host hardware control)
#   RampProfile  named ramp preset, or empty for an un-ramped word
#   RampMode     Instant | Slew | LinearFrames
#   RampUpMs     ramp-up time, ms
#   RampDownMs   ramp-down time, ms
#   RampCurve    Linear | Exp
#   RampScope    Scalar = one word ramps on its own | CoeffSetAtomic = the whole coefficient set swaps together
#   Table        host scaling table for the control range, where one applies
#   Notes        what the word is
_Cell,Node,NodeType,DspSpi,DspPage,DspAdd,DspAddHex,Access,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope,Table,Notes
Chan024AuxSend002,C1_RTG_24,ROUTING,1,1,3415,0x0D57,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024AuxSend003,C1_RTG_24,ROUTING,1,1,3416,0x0D58,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024AuxSend004,C1_RTG_24,ROUTING,1,1,3417,0x0D59,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024AuxSend005,C1_RTG_24,ROUTING,1,1,3418,0x0D5A,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024AuxSend006,C1_RTG_24,ROUTING,1,1,3419,0x0D5B,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024AuxSend007,C1_RTG_24,ROUTING,1,1,3420,0x0D5C,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024AuxSend008,C1_RTG_24,ROUTING,1,1,3421,0x0D5D,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024CompAtt001,C1_COMP_24,COMPRESSOR,1,1,3371,0x0D2B,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/254=250/[Log],
Chan024CompDetSrc001,C1_COMP_24,COMPRESSOR,1,1,3378,0x0D32,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CompEqPos001,C1_COMP_24,COMPRESSOR,1,1,3380,0x0D34,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CompFilterHpf001,C1_COMP_24,COMPRESSOR,1,1,3382,0x0D36,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=20/64=1000/[Log],
Chan024CompFilterLpf001,C1_COMP_24,COMPRESSOR,1,1,3382,0x0D36,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=500/127=20000/[Log],"MCU-computed, shares filter base"
Chan024CompFilterOn001,C1_COMP_24,COMPRESSOR,1,1,3381,0x0D35,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CompFilterQ001,C1_COMP_24,COMPRESSOR,1,1,3382,0x0D36,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],MCU-computed
Chan024CompKey001,C1_COMP_24,COMPRESSOR,1,1,3377,0x0D31,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CompKnee001,C1_COMP_24,COMPRESSOR,1,1,3374,0x0D2E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CompLimMode001,C1_COMP_24,COMPRESSOR,1,1,3379,0x0D33,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CompMake001,C1_COMP_24,COMPRESSOR,1,1,3373,0x0D2D,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=20/[Lin],
Chan024CompMtr001,C1_MTR_24,METER,1,1,4703,0x125F,ro,,Instant,0,0,Linear,Scalar,,"meter word +3: compressor gain reduction, dB, clamped to [-80, 0] (PW R3)"
Chan024CompOn001,C1_COMP_24,COMPRESSOR,1,1,3368,0x0D28,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CompPar001,C1_COMP_24,COMPRESSOR,1,1,3375,0x0D2F,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
Chan024CompRat001,C1_COMP_24,COMPRESSOR,1,1,3370,0x0D2A,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=1/127=30/[Log],
Chan024CompRel001,C1_COMP_24,COMPRESSOR,1,1,3372,0x0D2C,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=5/254=5000/[Log],
Chan024CompThr001,C1_COMP_24,COMPRESSOR,1,1,3369,0x0D29,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-60/140=10/[Lin],
Chan024CompType001,C1_COMP_24,COMPRESSOR,1,1,3376,0x0D30,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024CtrOn001,C1_RTG_24,ROUTING,1,1,3397,0x0D45,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024Delay001,C1_DLY_24,DELAY,1,1,3390,0x0D3E,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0/127=250.0/[Log],
Chan024EqFreq001,C1_EQ_24,EQ_BIQUAD,1,1,3328,0x0D00,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/254=200/[Log],Band 1 coeff base
Chan024EqFreq002,C1_EQ_24,EQ_BIQUAD,1,1,3333,0x0D05,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=100/254=1000/[Log],Band 2 coeff base
Chan024EqFreq003,C1_EQ_24,EQ_BIQUAD,1,1,3338,0x0D0A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=800/254=5000/[Log],Band 3 coeff base
Chan024EqFreq004,C1_EQ_24,EQ_BIQUAD,1,1,3343,0x0D0F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=3000/254=20000/[Log],Band 4 coeff base
Chan024EqGain001,C1_EQ_24,EQ_BIQUAD,1,1,3328,0x0D00,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 1 (same base)
Chan024EqGain002,C1_EQ_24,EQ_BIQUAD,1,1,3333,0x0D05,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 2 (same base)
Chan024EqGain003,C1_EQ_24,EQ_BIQUAD,1,1,3338,0x0D0A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 3 (same base)
Chan024EqGain004,C1_EQ_24,EQ_BIQUAD,1,1,3343,0x0D0F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 4 (same base)
Chan024EqHpf001,C1_FILT_24,HPF_LPF,1,1,3316,0x0CF4,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/64=1000/[Log],HPF biquad coeff base
Chan024EqHpfSlope001,C1_FILT_24,HPF_LPF,1,1,3316,0x0CF4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,MCU-only; shares base addr with EqHpf
Chan024EqLpf001,C1_FILT_24,HPF_LPF,1,1,3322,0x0CFA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=1000/127=20000/[Log],LPF biquad coeff base
Chan024EqOn001,C1_EQ_24,EQ_BIQUAD,1,1,3349,0x0D15,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024EqQ001,C1_EQ_24,EQ_BIQUAD,1,1,3328,0x0D00,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 1 (same base)
Chan024EqQ002,C1_EQ_24,EQ_BIQUAD,1,1,3333,0x0D05,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 2 (same base)
Chan024EqQ003,C1_EQ_24,EQ_BIQUAD,1,1,3338,0x0D0A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 3 (same base)
Chan024EqQ004,C1_EQ_24,EQ_BIQUAD,1,1,3343,0x0D0F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 4 (same base)
Chan024EqShelf001,C1_EQ_24,EQ_BIQUAD,1,1,3328,0x0D00,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 1
Chan024EqShelf002,C1_EQ_24,EQ_BIQUAD,1,1,3343,0x0D0F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 4
Chan024FxOn001,C1_RTG_24,ROUTING,1,1,3438,0x0D6E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024FxOn002,C1_RTG_24,ROUTING,1,1,3439,0x0D6F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024FxOn003,C1_RTG_24,ROUTING,1,1,3440,0x0D70,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024FxOn004,C1_RTG_24,ROUTING,1,1,3441,0x0D71,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024FxOn005,C1_RTG_24,ROUTING,1,1,3442,0x0D72,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024FxOn006,C1_RTG_24,ROUTING,1,1,3443,0x0D73,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024FxSend001,C1_RTG_24,ROUTING,1,1,3444,0x0D74,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024FxSend002,C1_RTG_24,ROUTING,1,1,3445,0x0D75,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024FxSend003,C1_RTG_24,ROUTING,1,1,3446,0x0D76,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024FxSend004,C1_RTG_24,ROUTING,1,1,3447,0x0D77,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024FxSend005,C1_RTG_24,ROUTING,1,1,3448,0x0D78,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024FxSend006,C1_RTG_24,ROUTING,1,1,3449,0x0D79,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024Gain001,C1_GAIN_24,GAIN,1,1,3312,0x0CF0,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=60/[Lin],
Chan024GateAtt001,C1_GATE_24,GATE,1,1,3354,0x0D1A,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0.1/127=250/[Log],
Chan024GateDetSrc001,C1_GATE_24,GATE,1,1,3359,0x0D1F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024GateFilterHpf001,C1_GATE_24,GATE,1,1,3361,0x0D21,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=20/64=1000/[Log],Sidechain HPF
Chan024GateFilterLpf001,C1_GATE_24,GATE,1,1,3366,0x0D26,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=500/127=20000/[Log],Sidechain LPF coeff base
Chan024GateFilterOn001,C1_GATE_24,GATE,1,1,3360,0x0D20,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024GateFilterQ001,C1_GATE_24,GATE,1,1,3361,0x0D21,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],"MCU-computed, shares HPF base"
Chan024GateHold001,C1_GATE_24,GATE,1,1,3355,0x0D1B,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=2000/[Log],
Chan024GateKey001,C1_GATE_24,GATE,1,1,3358,0x0D1E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024GateMtr001,C1_MTR_24,METER,1,1,4702,0x125E,ro,,Instant,0,0,Linear,Scalar,,"meter word +2: gain reduction — declared, never written (defect 4)"
Chan024GateOn001,C1_GATE_24,GATE,1,1,3352,0x0D18,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024GateRel001,C1_GATE_24,GATE,1,1,3356,0x0D1C,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=50/127=5000/[Log],
Chan024GateRng001,C1_GATE_24,GATE,1,1,3357,0x0D1D,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=60/[Lin],
Chan024GateThr001,C1_GATE_24,GATE,1,1,3353,0x0D19,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-80/127=0/[Lin],
Chan024GrpOn001,C1_RTG_24,ROUTING,1,1,3398,0x0D46,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024GrpOn002,C1_RTG_24,ROUTING,1,1,3399,0x0D47,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024GrpOn003,C1_RTG_24,ROUTING,1,1,3400,0x0D48,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024GrpOn004,C1_RTG_24,ROUTING,1,1,3401,0x0D49,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024InputSel001,C1_GAIN_24,GAIN,1,1,3315,0x0CF3,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan024Level001,C1_FDR_24,FADER_PAN,1,1,3392,0x0D40,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Chan024MainOn001,C1_RTG_24,ROUTING,1,1,3396,0x0D44,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024MatrixOn001,C1_RTG_24,ROUTING,1,1,4898,0x1322,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024MatrixOn002,C1_RTG_24,ROUTING,1,1,4899,0x1323,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024MatrixSend001,C1_RTG_24,ROUTING,1,1,4900,0x1324,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024MatrixSend002,C1_RTG_24,ROUTING,1,1,4901,0x1325,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan024Mtr001,C1_MTR_24,METER,1,1,4700,0x125C,ro,,Instant,0,0,Linear,Scalar,,meter word +0: linear peak
Chan024Mtr002,C1_MTR_24,METER,1,1,4701,0x125D,ro,,Instant,0,0,Linear,Scalar,,meter word +1: linear true RMS
Chan024Mute001,C1_FDR_24,FADER_PAN,1,1,3394,0x0D42,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024Pan001,C1_FDR_24,FADER_PAN,1,1,3393,0x0D41,rw,GainFast,Slew,3,8,Exp,Scalar,Pan:dB:0:Off,
Chan024Phantom001,C1_GAIN_24,GAIN,1,1,3314,0x0CF2,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan024Pol001,C1_GAIN_24,GAIN,1,1,3313,0x0CF1,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024TubeOn001,C1_TUBE_24,TUBE_SAT,1,1,3388,0x0D3C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan024TubeSat001,C1_TUBE_24,TUBE_SAT,1,1,3389,0x0D3D,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
CodecAux001Level001,C2_CODEC_AUX_IN,AUX_INPUT,2,1,1857,0x0741,rw,GainFast,Slew,3,8,Exp,Scalar,0=-20/127=6/[Lin],
CodecAux001On001,C2_CODEC_AUX_IN,AUX_INPUT,2,1,1858,0x0742,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca001Level001,C2_DCA_01,DCA,2,1,1801,0x0709,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca001Mute001,C2_DCA_01,DCA,2,1,1802,0x070A,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca002Level001,C2_DCA_02,DCA,2,1,1803,0x070B,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca002Mute001,C2_DCA_02,DCA,2,1,1804,0x070C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca003Level001,C2_DCA_03,DCA,2,1,1805,0x070D,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca003Mute001,C2_DCA_03,DCA,2,1,1806,0x070E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca004Level001,C2_DCA_04,DCA,2,1,1807,0x070F,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca004Mute001,C2_DCA_04,DCA,2,1,1808,0x0710,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca005Level001,C2_DCA_05,DCA,2,1,1809,0x0711,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca005Mute001,C2_DCA_05,DCA,2,1,1810,0x0712,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca006Level001,C2_DCA_06,DCA,2,1,1811,0x0713,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca006Mute001,C2_DCA_06,DCA,2,1,1812,0x0714,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca007Level001,C2_DCA_07,DCA,2,1,1813,0x0715,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca007Mute001,C2_DCA_07,DCA,2,1,1814,0x0716,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Dca008Level001,C2_DCA_08,DCA,2,1,1815,0x0717,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Dca008Mute001,C2_DCA_08,DCA,2,1,1816,0x0718,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn001,C2_MIX_AUX_01,MIX_BUS,2,1,2023,0x07E7,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn002,C2_MIX_AUX_02,MIX_BUS,2,1,2035,0x07F3,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn003,C2_MIX_AUX_03,MIX_BUS,2,1,2047,0x07FF,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn004,C2_MIX_AUX_04,MIX_BUS,2,1,2059,0x080B,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn005,C2_MIX_AUX_05,MIX_BUS,2,1,2071,0x0817,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn006,C2_MIX_AUX_06,MIX_BUS,2,1,2083,0x0823,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn007,C2_MIX_AUX_07,MIX_BUS,2,1,2095,0x082F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxOn008,C2_MIX_AUX_08,MIX_BUS,2,1,2107,0x083B,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001AuxSend001,C2_MIX_AUX_01,MIX_BUS,2,1,2029,0x07ED,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001AuxSend002,C2_MIX_AUX_02,MIX_BUS,2,1,2041,0x07F9,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001AuxSend003,C2_MIX_AUX_03,MIX_BUS,2,1,2053,0x0805,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001AuxSend004,C2_MIX_AUX_04,MIX_BUS,2,1,2065,0x0811,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001AuxSend005,C2_MIX_AUX_05,MIX_BUS,2,1,2077,0x081D,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001AuxSend006,C2_MIX_AUX_06,MIX_BUS,2,1,2089,0x0829,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001AuxSend007,C2_MIX_AUX_07,MIX_BUS,2,1,2101,0x0835,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001AuxSend008,C2_MIX_AUX_08,MIX_BUS,2,1,2113,0x0841,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx001Balance001,C2_FX_ENG_01,FX_ENGINE,2,1,1626,0x065A,mcu,GainSafe,Slew,10,30,Exp,Scalar,0=0/127=100/[Lin],
Fx001Damp001,C2_FX_ENG_01,FX_ENGINE,2,1,1627,0x065B,rw,GainSafe,Slew,10,30,Exp,Scalar,0=0/127=100/[Lin],
Fx001Decay001,C2_FX_ENG_01,FX_ENGINE,2,1,1622,0x0656,rw,GainSafe,Slew,10,30,Exp,Scalar,0=0.1/127=10/[Log],
Fx001DelayTime001,C2_FX_ENG_01,FX_ENGINE,2,1,1624,0x0658,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=1/127=1000/[Log],
Fx001DuckOn001,C2_FX_ENG_01,FX_ENGINE,2,1,1641,0x0669,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001DuckSens001,C2_FX_ENG_01,FX_ENGINE,2,1,1642,0x066A,mcu,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-30/127=0/[Lin],
Fx001EqHpf001,C2_FX_ENG_01,FX_ENGINE,2,1,1631,0x065F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=80/127=300/[Log],
Fx001EqLo001,C2_FX_ENG_01,FX_ENGINE,2,1,1628,0x065C,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-6/127=6/[Lin],
Fx001EqMid001,C2_FX_ENG_01,FX_ENGINE,2,1,1629,0x065D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-6/127=6/[Lin],
Fx001EqPresence001,C2_FX_ENG_01,FX_ENGINE,2,1,1630,0x065E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-6/127=6/[Lin],
Fx001Feedback001,C2_FX_ENG_01,FX_ENGINE,2,1,1625,0x0659,rw,GainSafe,Slew,10,30,Exp,Scalar,0=0/127=100/[Lin],
Fx001Level001,C2_FX_FDR_01,FADER_PAN,2,1,1644,0x066C,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Fx001LfoShape001,C2_FX_ENG_01,FX_ENGINE,2,1,1638,0x0666,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001Mix001,C2_FX_ENG_01,FX_ENGINE,2,1,1640,0x0668,rw,GainSafe,Slew,10,30,Exp,Scalar,0=0/127=100/[Lin],
Fx001ModLevel001,C2_FX_ENG_01,FX_ENGINE,2,1,1637,0x0665,rw,GainSafe,Slew,10,30,Exp,Scalar,0=0/127=100/[Lin],
Fx001ModRate001,C2_FX_ENG_01,FX_ENGINE,2,1,1636,0x0664,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/127=10/[Log],
Fx001Mtr001,C2_MTR_FX_01,METER,2,1,1842,0x0732,ro,,Instant,0,0,Linear,Scalar,,meter word +0: linear peak
Fx001Mute001,C2_FX_FDR_01,FADER_PAN,2,1,1646,0x066E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001On001,C2_FX_ENG_01,FX_ENGINE,2,1,1620,0x0654,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx001PreDelay001,C2_FX_ENG_01,FX_ENGINE,2,1,1623,0x0657,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0/127=100/[Lin],
Fx001StereoWidth001,C2_FX_ENG_01,FX_ENGINE,2,1,1639,0x0667,rw,GainSafe,Slew,10,30,Exp,Scalar,0=0/127=100/[Lin],
Fx001Type001,C2_FX_ENG_01,FX_ENGINE,2,1,1621,0x0655,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn001,C2_MIX_AUX_01,MIX_BUS,2,1,2024,0x07E8,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn002,C2_MIX_AUX_02,MIX_BUS,2,1,2036,0x07F4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn003,C2_MIX_AUX_03,MIX_BUS,2,1,2048,0x0800,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn004,C2_MIX_AUX_04,MIX_BUS,2,1,2060,0x080C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn005,C2_MIX_AUX_05,MIX_BUS,2,1,2072,0x0818,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn006,C2_MIX_AUX_06,MIX_BUS,2,1,2084,0x0824,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn007,C2_MIX_AUX_07,MIX_BUS,2,1,2096,0x0830,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxOn008,C2_MIX_AUX_08,MIX_BUS,2,1,2108,0x083C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Fx002AuxSend001,C2_MIX_AUX_01,MIX_BUS,2,1,2030,0x07EE,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx002AuxSend002,C2_MIX_AUX_02,MIX_BUS,2,1,2042,0x07FA,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx002AuxSend003,C2_MIX_AUX_03,MIX_BUS,2,1,2054,0x0806,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx002AuxSend004,C2_MIX_AUX_04,MIX_BUS,2,1,2066,0x0812,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx002AuxSend005,C2_MIX_AUX_05,MIX_BUS,2,1,2078,0x081E,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx002AuxSend006,C2_MIX_AUX_06,MIX_BUS,2,1,2090,0x082A,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Fx002AuxSend007,C2_MIX_AUX_07,MIX_BUS,2,1,2102,0x0836,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
